Departure ICAO,Departure Time,Arrival ICAO,Arrival Time,Duration
VHHH,09:35z,RCTP,11:20z,1:45
RCTP,08:55z,VHHH,11:00z,2:05
VHHH,12:05z,RCTP,13:50z,1:45
RCTP,13:00z,VHHH,15:00z,2:00
VHHH,23:50z,RCTP,01:30z,1:40
RCTP,10:10z,VHHH,12:10z,2:00
VHHH,13:10z,RCTP,14:55z,1:45
RCKH,23:50z,VHHH,01:30z,1:40
VHHH,02:30z,RCKH,04:00z,1:30
RCKH,10:00z,VHHH,11:45z,1:45
VHHH,12:45z,RCKH,14:15z,1:30
RCKH,23:15z,ZSAM,00:45z,1:30
ZSAM,02:10z,RCKH,03:45z,1:35
RCTP,00:30z,ZSAM,02:25z,1:55
ZSAM,03:35z,RCTP,05:20z,1:45
EDHI,20:00z,OMDW,02:17z,6:17
RCTP,06:45z,RCKH,07:25z,0:40
VYYY,05:26z,RCTP,09:15z,3:49
LFKJ,16:00z,LFLL,17:05z,1:05
LFLL,17:55z,LFKJ,18:55z,1:00
LFKJ,08:15z,LFML,09:05z,0:50
LFKJ,07:15z,LFML,08:05z,0:50
LFKJ,06:15z,LFML,07:05z,0:50
LFML,10:15z,LFKJ,11:05z,0:50
LFML,09:15z,LFKJ,10:05z,0:50
LFML,08:15z,LFKJ,09:05z,0:50
LFKJ,11:00z,LFML,11:50z,0:50
LFKJ,13:25z,LFML,14:15z,0:50
LFKJ,15:00z,LFML,15:50z,0:50
LFML,16:50z,LFKJ,17:40z,0:50
LFML,13:15z,LFKJ,14:05z,0:50
LFML,15:40z,LFKJ,16:30z,0:50
LFKJ,15:25z,LFML,16:15z,0:50
LFKJ,16:30z,LFML,17:20z,0:50
LFKJ,18:25z,LFML,19:15z,0:50
LFML,20:20z,LFKJ,21:10z,0:50
LFML,18:25z,LFKJ,19:15z,0:50
LFML,17:20z,LFKJ,18:10z,0:50
LFKB,16:05z,LFLL,17:10z,1:05
LFLL,18:00z,LFKB,19:05z,1:05
LFKB,06:15z,LFML,07:10z,0:55
LFKB,07:15z,LFML,08:10z,0:55
LFKB,08:15z,LFML,09:10z,0:55
LFML,10:15z,LFKB,11:10z,0:55
LFML,08:15z,LFKB,09:10z,0:55
LFML,09:15z,LFKB,10:10z,0:55
LFKB,13:25z,LFML,14:20z,0:55
LFKB,15:05z,LFML,16:00z,0:55
LFKB,11:00z,LFML,11:55z,0:55
LFML,13:15z,LFKB,14:10z,0:55
LFML,15:40z,LFKB,16:35z,0:55
LFML,16:45z,LFKB,17:40z,0:55
LFKB,16:30z,LFML,17:25z,0:55
LFKB,15:25z,LFML,16:20z,0:55
LFKB,18:25z,LFML,19:20z,0:55
LFML,17:25z,LFKB,18:20z,0:55
LFML,20:25z,LFKB,21:20z,0:55
LFML,18:30z,LFKB,19:25z,0:55
LFKF,11:15z,LFPO,13:00z,1:45
LFKF,06:00z,LFPO,07:45z,1:45
LFPO,13:35z,LFKF,15:15z,1:40
LFKF,16:25z,LFPO,18:10z,1:45
LFPO,16:15z,LFKF,17:55z,1:40
LFPO,19:15z,LFKF,20:55z,1:40
LFKB,10:55z,LFPO,12:30z,1:35
LFKC,10:55z,LFPO,12:30z,1:35
LFPO,08:35z,LFKC,10:05z,1:30
LFKJ,06:55z,LFPO,08:35z,1:40
LFKJ,05:55z,LFPO,07:35z,1:40
LFPO,08:35z,LFKJ,10:10z,1:35
LFPO,09:35z,LFKJ,11:10z,1:35
LFKJ,10:50z,LFPO,12:30z,1:40
LFKJ,09:50z,LFPO,11:30z,1:40
LFKJ,16:30z,LFPO,18:10z,1:40
LFPO,14:05z,LFKJ,15:40z,1:35
LFPO,13:35z,LFKJ,15:10z,1:35
LFPO,12:35z,LFKJ,14:10z,1:35
LFKJ,10:05z,LFPO,11:45z,1:40
LFKJ,12:10z,LFPO,13:50z,1:40
LFKJ,13:05z,LFPO,14:45z,1:40
LFPO,15:50z,LFKJ,17:25z,1:35
LFPO,12:50z,LFKJ,14:25z,1:35
LFPO,14:55z,LFKJ,16:30z,1:35
LFKJ,14:55z,LFPO,16:35z,1:40
LFKJ,17:20z,LFPO,19:00z,1:40
LFPO,20:05z,LFKJ,21:40z,1:35
LFPO,17:40z,LFKJ,19:15z,1:35
LFKB,05:55z,LFPO,07:35z,1:40
LFKB,06:55z,LFPO,08:35z,1:40
LFPO,09:35z,LFKB,11:10z,1:35
LFPO,08:35z,LFKB,10:10z,1:35
LFKB,09:55z,LFPO,11:35z,1:40
LFKB,10:55z,LFPO,12:35z,1:40
LFPO,13:40z,LFKB,15:15z,1:35
LFPO,12:40z,LFKB,14:15z,1:35
LFKB,13:05z,LFPO,14:45z,1:40
LFKB,10:05z,LFPO,11:45z,1:40
LFKB,12:05z,LFPO,13:45z,1:40
LFPO,13:05z,LFKB,14:40z,1:35
LFPO,16:05z,LFKB,17:40z,1:35
LFPO,14:50z,LFKB,16:25z,1:35
LFKB,14:55z,LFPO,16:35z,1:40
LFKB,17:20z,LFPO,19:00z,1:40
LFPO,20:05z,LFKB,21:40z,1:35
LFPO,17:40z,LFKB,19:15z,1:35
LFKJ,11:05z,EBCI,12:55z,1:50
EBCI,15:35z,LFKJ,17:20z,1:45
EBCI,14:00z,LFKJ,15:45z,1:45
LFKB,13:25z,EBCI,15:10z,1:45
LFKB,11:10z,EBCI,12:55z,1:45
EBCI,11:10z,LFKB,12:55z,1:45
EBCI,14:00z,LFKB,15:45z,1:45
LPPR,18:30z,LFKJ,20:45z,2:15
LFKJ,15:00z,LPPR,17:19z,2:19
LFKB,16:05z,LFPO,17:45z,1:40
LFPO,18:50z,LFKB,20:25z,1:35
LFPO,13:50z,LFKF,15:30z,1:40
LFPO,14:00z,LFKF,15:40z,1:40
ZBDS,23:25z,ZLXY,00:45z,1:20
ZLXY,02:25z,VHHH,05:40z,3:15
ZLXY,13:00z,ZBDS,14:35z,1:35
VHHH,06:45z,ZLXY,10:15z,3:30
ZSPD,13:10z,RPLL,17:00z,3:50
RPLL,18:05z,ZSPD,21:30z,3:25
ZSPD,00:55z,RJBB,03:10z,2:15
RJBB,04:10z,ZSPD,07:10z,3:00
ZUTF,05:20z,RJBB,09:00z,3:40
RJBB,10:00z,ZUTF,15:30z,5:30
ZSYT,04:35z,RKSI,05:55z,1:20
RKSI,07:05z,ZSYT,08:40z,1:35
ZSPD,09:10z,RJAA,11:55z,2:45
RJAA,01:55z,ZSPD,05:45z,3:50
ZSPD,05:00z,RJCC,08:35z,3:35
ZSPD,02:35z,RJCC,05:55z,3:20
RJCC,09:35z,ZSPD,14:00z,4:25
RJCC,07:00z,ZSPD,11:40z,4:40
ZBAD,09:05z,RJBB,12:00z,2:55
RJBB,01:00z,ZBAD,04:35z,3:35
ZSPD,00:20z,RJCC,03:30z,3:10
RJCC,04:30z,ZSPD,09:05z,4:35
ZSPD,12:35z,VLVT,17:05z,4:30
VLVT,18:05z,ZSPD,21:30z,3:25
ZSPD,04:10z,ROAH,06:30z,2:20
ROAH,07:30z,ZSPD,10:05z,2:35
ZSPD,09:25z,RJGG,11:50z,2:25
RJGG,01:15z,ZSPD,03:55z,2:40
ZSCN,14:35z,ZSJH,15:14z,0:39
ZSPD,00:35z,VHHH,03:30z,2:55
VHHH,04:30z,ZSPD,07:10z,2:40
ZSPD,08:15z,VHHH,11:20z,3:05
VHHH,12:20z,ZSPD,14:50z,2:30
ZSPD,03:35z,VHHH,06:25z,2:50
VHHH,07:25z,ZSPD,10:00z,2:35
ZSPD,05:35z,VHHH,08:20z,2:45
VHHH,09:40z,ZSPD,12:10z,2:30
ZSPD,03:05z,VDSA,07:20z,4:15
VDSA,08:20z,ZSPD,12:10z,3:50
ZSPD,02:00z,RJFF,03:55z,1:55
RJFF,04:55z,ZSPD,06:55z,2:00
ZBAA,02:10z,RJBB,05:15z,3:05
ZBAD,02:40z,RJBB,05:45z,3:05
RJBB,06:55z,ZBAD,10:35z,3:40
RJBB,06:30z,ZBAA,09:55z,3:25
ZSPD,01:15z,RJGG,03:35z,2:20
RJGG,04:35z,ZSPD,07:55z,3:20
ZSPD,10:10z,RJFF,11:50z,1:40
RJFF,00:30z,ZSPD,02:40z,2:10
ZSPD,06:55z,RJTT,09:30z,2:35
RJTT,11:15z,ZSPD,14:40z,3:25
ZSPD,13:05z,VTBS,17:55z,4:50
VTBS,18:55z,ZSPD,23:10z,4:15
ZSYT,00:30z,RKSI,01:55z,1:25
RKSI,02:55z,ZSYT,04:25z,1:30
ZSQD,05:15z,RKSI,06:50z,1:35
RKSI,07:40z,ZSQD,09:25z,1:45
ZSPD,06:35z,WSSS,12:25z,5:50
WSSS,15:00z,ZSPD,20:10z,5:10
ZSNJ,00:15z,RKSI,02:15z,2:00
RKSI,03:15z,ZSNJ,05:25z,2:10
ZLXY,00:40z,RJAA,04:55z,4:15
RJAA,05:55z,ZLXY,11:50z,5:55
ZSPD,01:50z,VHHH,04:40z,2:50
VHHH,05:40z,ZSPD,08:15z,2:35
ZSPD,04:30z,RJGG,07:00z,2:30
ZLLL,23:55z,ZSPD,02:35z,2:40
RJGG,08:00z,ZSPD,11:20z,3:20
ZSPD,13:00z,ZLLL,16:35z,3:35
ZSPD,10:10z,VHHH,13:05z,2:55
VHHH,01:35z,ZSPD,04:00z,2:25
ZSPD,13:20z,VHHH,16:15z,2:55
VHHH,23:40z,ZSPD,02:30z,2:50
ZSPD,00:20z,RJAA,03:00z,2:40
RJAA,04:00z,ZSPD,07:50z,3:50
ZSOF,12:35z,WSSS,18:30z,5:55
ZSOF,01:00z,WSSS,06:45z,5:45
WSSS,07:45z,ZSOF,13:10z,5:25
WSSS,19:30z,ZSOF,00:50z,5:20
ZSNJ,00:10z,RJAA,03:00z,2:50
RJAA,04:00z,ZSNJ,08:00z,4:00
ZBAD,03:10z,RJTT,06:10z,3:00
RJTT,07:40z,ZBAD,11:50z,4:10
ZBAD,09:45z,WMKK,16:20z,6:35
WMKK,17:20z,ZBAD,23:30z,6:10
WMKK,17:20z,ZBAD,00:01z,6:41
ZLXY,11:00z,UZTT,16:20z,5:20
UZTT,17:40z,ZLXY,22:20z,4:40
ZLLL,11:35z,ZPPP,13:45z,2:10
ZPPP,15:15z,WMKK,19:05z,3:50
ZPPP,01:20z,ZLLL,03:30z,2:10
WMKK,20:05z,ZPPP,23:50z,3:45
ZLXY,08:20z,VVPQ,13:00z,4:40
VVPQ,14:00z,ZLXY,17:55z,3:55
ZLXY,09:20z,VVNB,12:40z,3:20
VVNB,13:40z,ZLXY,16:35z,2:55
ZSHC,13:55z,VVTS,18:00z,4:05
VVTS,19:00z,ZSHC,23:05z,4:05
ZSNB,15:20z,VVTS,19:35z,4:15
VVTS,20:35z,ZSNB,00:25z,3:50
ZPPP,02:35z,WMKK,06:45z,4:10
ZLXY,22:50z,ZPPP,01:10z,2:20
WMKK,07:45z,ZPPP,11:40z,3:55
ZPPP,13:10z,ZLXY,15:25z,2:15
ZSCN,13:30z,WSSS,18:30z,5:00
WSSS,19:30z,ZSCN,00:30z,5:00
ZLLL,11:35z,ZPPP,14:00z,2:25
ZPPP,15:35z,VTBS,18:15z,2:40
VTBS,19:35z,ZPPP,22:00z,2:25
ZPPP,23:30z,ZLLL,02:00z,2:30
ZSHC,13:10z,WSSS,18:30z,5:20
ZSHC,01:15z,WSSS,06:45z,5:30
WSSS,19:30z,ZSHC,00:40z,5:10
WSSS,07:45z,ZSHC,13:10z,5:25
ZSJH,11:39z,ZSPD,12:35z,0:56
ZSPD,04:50z,VMMC,07:30z,2:40
VMMC,08:45z,ZSPD,11:10z,2:25
ZSNB,00:40z,RCTP,02:20z,1:40
ZSNB,08:30z,RCTP,10:10z,1:40
RCTP,11:15z,ZSNB,12:50z,1:35
RCTP,03:15z,ZSNB,04:55z,1:40
ZBAD,04:55z,VMMC,08:30z,3:35
VMMC,09:30z,ZBAD,12:45z,3:15
ZSWH,02:50z,RKSI,04:00z,1:10
RKSI,05:00z,ZSWH,06:20z,1:20
ZSPD,01:05z,RJNS,03:40z,2:35
RJNS,04:40z,ZSPD,08:20z,3:40
ZLXY,05:35z,RJGG,09:15z,3:40
RJGG,10:15z,ZLXY,15:25z,5:10
ZSQD,01:45z,RKSI,03:15z,1:30
RKSI,04:15z,ZSQD,06:00z,1:45
ZSQD,01:30z,RJBB,03:50z,2:20
RJBB,04:50z,ZSQD,07:45z,2:55
ZSQD,00:25z,RKSI,02:00z,1:35
RKSI,03:00z,ZSQD,04:55z,1:55
ZSQD,02:15z,RCTP,04:55z,2:40
RCTP,06:05z,ZSQD,08:35z,2:30
ZSQD,10:10z,RKSI,11:40z,1:30
RKSI,23:30z,ZSQD,01:20z,1:50
ZSSS,08:05z,VMMC,10:50z,2:45
VMMC,11:55z,ZSSS,14:25z,2:30
ZSQD,10:20z,RJBB,12:45z,2:25
RJBB,01:00z,ZSQD,04:25z,3:25
ZSOF,06:25z,VHHH,09:10z,2:45
VHHH,10:10z,ZSOF,12:30z,2:20
ZLXY,23:05z,WSSS,04:55z,5:50
WSSS,06:00z,ZLXY,11:30z,5:30
ZBAD,11:55z,VTBS,17:05z,5:10
VTBS,18:05z,ZBAD,22:55z,4:50
ZBAD,03:40z,RKSI,05:40z,2:00
RKSI,06:40z,ZBAD,08:40z,2:00
ZLXY,10:45z,VTSP,15:50z,5:05
VTSP,17:05z,ZLXY,21:55z,4:50
ZSPD,02:05z,ROAH,04:30z,2:25
ROAH,05:30z,ZSPD,07:50z,2:20
ZSNB,06:35z,VHHH,08:55z,2:20
ZSNB,00:50z,VHHH,03:35z,2:45
VHHH,04:40z,ZSNB,07:05z,2:25
VHHH,10:00z,ZSNB,12:15z,2:15
ZSPD,12:00z,VYYY,17:10z,5:10
VYYY,18:10z,ZSPD,23:00z,4:50
ZLXY,23:30z,ZBAD,01:25z,1:55
ZBAD,00:01z,ZLXY,02:05z,2:04
ZLXY,01:00z,ZBAD,02:55z,1:55
ZBAD,01:00z,ZLXY,02:55z,1:55
ZLXY,03:30z,ZBAD,05:25z,1:55
ZBAD,02:00z,ZLXY,04:15z,2:15
ZLXY,04:00z,ZBAD,05:55z,1:55
ZBAD,03:00z,ZLXY,05:15z,2:15
ZLXY,05:00z,ZBAD,07:00z,2:00
ZBAD,04:55z,ZLXY,07:00z,2:05
ZLXY,06:00z,ZBAD,07:40z,1:40
ZBAD,06:00z,ZLXY,08:15z,2:15
ZLXY,08:00z,ZBAD,10:00z,2:00
ZLXY,09:30z,ZBAD,11:30z,2:00
ZBAD,09:00z,ZLXY,11:10z,2:10
ZLXY,10:00z,ZBAD,12:15z,2:15
ZBAD,11:00z,ZLXY,13:30z,2:30
ZBAD,12:00z,ZLXY,14:15z,2:15
ZLXY,13:35z,ZBAD,15:25z,1:50
ZBAD,13:30z,ZLXY,15:40z,2:10
ZLXY,22:30z,ZBAD,00:30z,2:00
ZBAD,14:55z,ZLXY,17:00z,2:05
ZLXY,22:55z,ZHHH,00:25z,1:30
ZHHH,01:25z,ZLXY,02:55z,1:30
ZWTC,08:30z,ZLXY,12:20z,3:50
ZLXY,13:30z,ZBAD,15:15z,1:45
ZLXY,03:20z,ZWTC,07:35z,4:15
ZLXY,04:20z,ZSFZ,07:05z,2:45
ZSFZ,08:05z,ZLXY,11:00z,2:55
ZLXY,09:05z,ZJSY,12:00z,2:55
ZJSY,13:05z,ZLXY,16:05z,3:00
ZSSS,22:30z,ZLXY,01:15z,2:45
ZLXY,12:00z,ZSSS,14:10z,2:10
ZLXY,22:10z,ZLXN,23:45z,1:35
ZLXN,15:15z,ZLXY,16:40z,1:25
ZLXY,00:55z,ZUGY,03:00z,2:05
ZUGY,04:10z,ZLXY,06:00z,1:50
ZLXY,01:00z,ZSSS,03:15z,2:15
ZSSS,00:15z,ZLXY,02:45z,2:30
ZLXN,23:15z,ZLXY,00:35z,1:20
ZLXY,02:00z,ZSSS,04:10z,2:10
ZSSS,04:25z,ZLXY,07:15z,2:50
ZLXY,08:35z,ZLJQ,11:00z,2:25
ZLXY,03:00z,ZSSS,04:55z,1:55
ZSSS,05:20z,ZLXY,07:50z,2:30
ZLXY,09:10z,ZLXN,10:35z,1:25
ZLXY,04:00z,ZSSS,06:25z,2:25
ZSSS,06:10z,ZLXY,08:45z,2:35
ZLXY,06:00z,ZSSS,08:15z,2:15
ZSSS,09:05z,ZLXY,11:45z,2:40
ZLXY,08:00z,ZSSS,10:20z,2:20
ZSPD,08:00z,ZLXY,10:45z,2:45
ZSPD,00:35z,ZLXY,03:20z,2:45
ZLXY,09:00z,ZSSS,11:05z,2:05
ZSSS,09:50z,ZLXY,12:30z,2:40
ZLXY,10:00z,ZSPD,12:30z,2:30
ZSSS,12:00z,ZLXY,14:30z,2:30
ZSSS,12:35z,ZLXY,15:10z,2:35
ZLXY,09:05z,ZJHK,12:05z,3:00
ZJHK,13:15z,ZLXY,16:10z,2:55
ZLXY,05:30z,ZSPD,08:05z,2:35
ZLYL,00:55z,ZLXY,02:00z,1:05
ZSPD,04:20z,ZSYT,06:00z,1:40
ZSYT,07:00z,ZYYJ,09:00z,2:00
ZSPD,03:50z,ZSYT,05:40z,1:50
ZYYJ,10:00z,ZSYT,11:55z,1:55
ZSYT,12:50z,ZSPD,14:35z,1:45
ZLXY,23:20z,ZYTX,01:45z,2:25
ZYTX,02:45z,ZLXY,06:15z,3:30
ZLIC,06:55z,ZPPP,09:35z,2:40
ZPPP,10:40z,ZLIC,13:15z,2:35
ZLXY,01:35z,ZWAK,06:10z,4:35
ZWAK,07:20z,ZLXY,11:10z,3:50
ZSPD,13:05z,ZLXY,15:35z,2:30
ZLXY,23:00z,ZSPD,01:15z,2:15
ZLXY,22:45z,ZSYT,00:35z,1:50
ZSYT,01:55z,ZLXY,04:25z,2:30
ZLXY,06:05z,ZWSH,11:05z,5:00
ZWSH,11:55z,ZLXY,16:10z,4:15
ZLIC,23:35z,ZPPP,02:15z,2:40
ZPPP,03:20z,ZLIC,06:00z,2:40
ZLXY,07:35z,ZPPP,10:00z,2:25
ZPPP,11:15z,ZLXY,13:20z,2:05
ZLXY,00:35z,ZGOW,03:50z,3:15
ZGOW,04:55z,ZLXY,08:00z,3:05
ZLXY,00:50z,ZYHB,03:50z,3:00
ZYHB,04:55z,ZLXY,09:00z,4:05
ZLXY,23:15z,ZSAM,01:55z,2:40
ZSAM,03:00z,ZLXY,06:05z,3:05
ZLXY,01:40z,ZLDH,04:30z,2:50
ZLDH,05:40z,ZLXY,08:15z,2:35
ZLXY,08:45z,ZSHC,11:05z,2:20
ZSHC,12:20z,ZLXY,14:45z,2:25
ZSSS,01:15z,ZLXY,03:45z,2:30
ZLXY,05:00z,ZSSS,07:15z,2:15
ZLXY,01:25z,ZSFZ,03:50z,2:25
ZSFZ,05:05z,ZLXY,08:00z,2:55
ZLXY,07:00z,ZSSS,09:25z,2:25
ZSSS,11:00z,ZLXY,13:45z,2:45
ZLXY,07:25z,ZGSZ,10:15z,2:50
ZGSZ,11:20z,ZLXY,14:20z,3:00
ZLXY,22:30z,ZSSS,00:55z,2:25
ZSSS,15:00z,ZLXY,17:35z,2:35
ZLXY,02:00z,ZSNB,04:40z,2:40
ZSNB,06:15z,ZLXY,09:10z,2:55
ZSNB,07:15z,ZLXY,10:15z,3:00
ZGSZ,13:15z,ZLXY,15:50z,2:35
ZGSZ,10:31z,ZUCK,12:24z,1:53
ZLXY,06:10z,ZGSZ,09:10z,3:00
ZLLL,23:25z,ZPPP,01:35z,2:10
ZPPP,02:40z,ZLLL,05:00z,2:20
ZLXY,11:35z,ZWWW,15:15z,3:40
ZWWW,23:25z,ZLXY,02:40z,3:15
ZLLL,07:20z,ZSQD,09:50z,2:30
ZSQD,10:50z,ZLLL,13:55z,3:05
ZLJQ,11:55z,ZLXY,14:25z,2:30
ZLXY,23:40z,ZUCK,01:10z,1:30
ZUCK,02:25z,ZLXY,03:50z,1:25
ZLXY,08:05z,ZGHA,10:00z,1:55
ZGHA,11:10z,ZLXY,13:15z,2:05
ZLXY,07:25z,ZUCK,09:10z,1:45
ZUCK,13:40z,ZLXY,14:55z,1:15
ZLXY,00:35z,ZGSZ,03:25z,2:50
ZGSZ,04:40z,ZLXY,07:30z,2:50
ZLXY,06:40z,ZYCC,09:30z,2:50
ZYCC,11:00z,ZLXY,14:30z,3:30
ZLXY,07:10z,ZLYL,08:20z,1:10
ZLYL,09:05z,ZLXY,10:10z,1:05
ZSSS,00:05z,ZSWH,01:50z,1:45
ZSSS,23:40z,ZSWH,01:45z,2:05
ZSWH,07:20z,ZSSS,09:20z,2:00
ZLXY,23:55z,ZLYL,01:00z,1:05
ZLYL,02:50z,ZLXY,04:10z,1:20
ZLYL,01:45z,ZLXY,02:50z,1:05
ZLXY,11:15z,ZSWZ,13:45z,2:30
ZLXY,10:15z,ZSWZ,12:30z,2:15
ZSWZ,13:30z,ZLXY,16:15z,2:45
ZSWZ,14:35z,ZLXY,17:25z,2:50
ZLXY,00:30z,ZSHC,02:35z,2:05
ZSHC,03:40z,ZLXY,06:10z,2:30
ZLXY,11:00z,ZWSH,16:05z,5:05
ZWSH,00:45z,ZLXY,05:15z,4:30
ZLXY,00:01z,ZSPD,02:10z,2:09
ZSPD,03:55z,ZLXY,06:40z,2:45
ZLXY,05:40z,ZYTL,07:55z,2:15
ZYTL,09:15z,ZLXY,12:10z,2:55
ZLXY,08:45z,ZWWW,12:30z,3:45
ZWWW,13:30z,ZLXY,16:45z,3:15
ZLIC,23:00z,ZLXY,00:25z,1:25
ZLXY,01:30z,ZGGG,04:25z,2:55
ZLIC,23:00z,ZLXY,23:55z,0:55
ZGGG,05:40z,ZLXY,08:25z,2:45
ZLXY,10:05z,ZLIC,11:25z,1:20
ZLXY,23:00z,ZGGG,01:40z,2:40
ZGGG,15:00z,ZLXY,17:30z,2:30
ZLLL,07:35z,ZGGG,10:40z,3:05
ZGGG,11:55z,ZLLL,15:15z,3:20
ZLXY,06:05z,ZGGG,08:45z,2:40
ZGGG,09:55z,ZLXY,13:05z,3:10
ZSPD,08:00z,ZLXN,11:40z,3:40
ZLXN,12:30z,ZSPD,15:30z,3:00
ZLXY,11:10z,ZGGG,13:55z,2:45
ZGGG,02:55z,ZLXY,05:30z,2:35
ZLXY,12:20z,ZSFZ,14:55z,2:35
ZSFZ,01:00z,ZLXY,03:55z,2:55
ZLLL,00:35z,ZHCC,02:25z,1:50
ZHCC,03:25z,ZGOW,05:55z,2:30
ZHCC,10:15z,ZLLL,12:30z,2:15
ZGOW,06:40z,ZHCC,09:15z,2:35
ZLXY,01:40z,ZGSZ,04:25z,2:45
ZGSZ,05:35z,ZLXY,08:25z,2:50
ZLXY,00:30z,ZGGG,03:05z,2:35
ZGGG,04:15z,ZLXY,07:05z,2:50
ZLLL,04:10z,ZSCN,06:45z,2:35
ZSCN,07:40z,ZJHK,10:00z,2:20
ZSCN,13:50z,ZLLL,16:25z,2:35
ZJHK,11:00z,ZSCN,13:00z,2:00
ZLXY,04:00z,ZGSZ,06:40z,2:40
ZGSZ,07:50z,ZLXY,10:30z,2:40
ZLXY,23:45z,ZJSY,02:50z,3:05
ZJSY,04:10z,ZLXY,07:25z,3:15
ZLXY,01:20z,ZJSY,04:30z,3:10
ZJSY,05:45z,ZLXY,09:15z,3:30
ZLXY,07:05z,ZGSD,09:50z,2:45
ZGSD,11:05z,ZLXY,14:10z,3:05
ZLXY,14:10z,ZLXN,15:45z,1:35
ZLXN,15:00z,ZLXY,16:20z,1:20
ZLJQ,00:50z,ZLLL,02:10z,1:20
ZLLL,03:00z,ZSNJ,05:20z,2:20
ZLJQ,00:21z,ZLLL,01:41z,1:20
ZSNJ,06:35z,ZLLL,09:25z,2:50
ZLLL,10:25z,ZLJQ,12:00z,1:35
ZLXY,22:30z,ZBDS,23:50z,1:20
ZLXY,22:55z,ZBDS,00:10z,1:15
ZBDS,01:00z,ZLXY,02:35z,1:35
ZLXY,00:35z,ZJHK,03:20z,2:45
ZJHK,04:35z,ZLXY,07:35z,3:00
ZLXY,00:45z,ZYTL,02:50z,2:05
ZYTL,03:55z,ZLXY,06:40z,2:45
ZLLL,01:00z,ZGKL,03:20z,2:20
ZLLL,02:55z,ZGKL,05:15z,2:20
ZGKL,04:05z,ZLLL,06:30z,2:25
ZGKL,06:10z,ZLLL,08:45z,2:35
ZLXY,06:40z,ZWAT,10:40z,4:00
ZWAT,11:30z,ZLXY,15:05z,3:35
ZLXY,10:20z,ZSHC,12:35z,2:15
ZSHC,14:05z,ZLXY,16:30z,2:25
ZSQD,11:00z,ZSHC,13:05z,2:05
ZSHC,14:10z,ZSQD,15:50z,1:40
ZLXY,00:15z,ZGHA,02:05z,1:50
ZGHA,03:05z,ZLXY,05:00z,1:55
ZSOF,23:55z,ZLXY,01:45z,1:50
ZLXY,02:50z,ZWTN,07:30z,4:40
ZLXY,14:05z,ZSOF,15:45z,1:40
ZWTN,08:40z,ZLXY,12:35z,3:55
ZLXY,23:55z,ZSNJ,01:45z,1:50
ZSNJ,02:45z,ZLXY,05:10z,2:25
ZSNB,09:45z,ZLXY,12:30z,2:45
ZLXY,13:35z,ZSNB,15:50z,2:15
ZSWZ,05:50z,ZLXY,09:00z,3:10
ZSWZ,06:50z,ZLXY,10:05z,3:15
ZLXY,02:20z,ZSWZ,04:55z,2:35
ZSNB,03:30z,ZLXY,06:05z,2:35
ZLXY,07:10z,ZSNB,09:35z,2:25
ZSNB,07:05z,ZUCK,09:50z,2:45
ZUCK,11:00z,ZSNB,13:10z,2:10
ZLXY,04:05z,ZSHC,06:20z,2:15
ZSHC,07:30z,ZLXY,10:00z,2:30
ZLLL,06:05z,ZGHA,08:25z,2:20
ZGHA,09:25z,ZLLL,12:00z,2:35
ZLLL,23:40z,ZBAD,01:55z,2:15
ZLLL,06:30z,ZLJQ,08:00z,1:30
ZBAD,03:00z,ZLLL,05:35z,2:35
ZSQD,22:25z,ZLXY,00:40z,2:15
ZLXY,01:45z,ZSQD,03:45z,2:00
ZLDH,05:05z,ZLLL,06:50z,1:45
ZLLL,07:45z,ZBAD,10:05z,2:20
ZBAD,11:15z,ZLLL,13:30z,2:15
ZLLL,14:20z,ZLDH,15:55z,1:35
ZLJQ,08:50z,ZLLL,10:10z,1:20
ZLLL,11:10z,ZBAD,13:30z,2:20
ZBAD,14:35z,ZLLL,16:55z,2:20
ZSOF,05:20z,ZGNN,08:00z,2:40
ZSOF,03:20z,ZGNN,06:00z,2:40
ZGNN,07:00z,ZSOF,09:20z,2:20
ZGNN,09:00z,ZSOF,11:15z,2:15
ZLXY,23:30z,ZSWA,01:35z,2:05
ZSWA,02:30z,ZLXY,04:50z,2:20
ZLXN,23:30z,ZBAD,01:50z,2:20
ZBAD,03:00z,ZLXN,05:35z,2:35
ZSJN,23:10z,ZLXY,00:55z,1:45
ZLXY,02:40z,ZSJN,04:30z,1:50
ZLXY,11:30z,ZSHC,14:00z,2:30
ZSHC,15:05z,ZLXY,17:40z,2:35
ZLXY,00:55z,ZWKL,04:55z,4:00
ZWKL,05:40z,ZLXY,09:05z,3:25
ZSPD,02:15z,ZSJN,04:05z,1:50
ZSJN,05:05z,ZYQQ,07:45z,2:40
ZSJN,12:35z,ZSPD,14:15z,1:40
ZYQQ,09:05z,ZSJN,11:35z,2:30
ZLXN,07:30z,ZBAD,10:00z,2:30
ZBAD,11:15z,ZLXN,13:40z,2:25
ZSHC,05:40z,ZLLL,09:00z,3:20
ZLLL,10:00z,ZSHC,13:10z,3:10
ZLLL,00:20z,ZSNJ,02:55z,2:35
ZSNJ,03:55z,ZLLL,06:45z,2:50
ZLLL,09:50z,ZPPP,12:10z,2:20
ZPPP,13:15z,ZLLL,15:30z,2:15
ZHHH,05:00z,ZSLQ,06:40z,1:40
ZUTF,02:00z,ZHHH,03:55z,1:55
